 0.4001E+00  0.5602E+00                                               
 0.4751E+00  0.5831E+00                                               
 0.5500E+00  0.5703E+00                                               
 0.6250E+00  0.5564E+00                                               
 0.7000E+00  0.5436E+00                                               
 0.7750E+00  0.5298E+00                                               
 0.8500E+00  0.5111E+00                                               
 0.9250E+00  0.4937E+00                                               
 0.1000E+01  0.4773E+00                                               
