  0.1780E+00  0.2684E+00                                               
  0.2807E+00  0.3325E+00                                               
  0.3835E+00  0.3453E+00                                               
  0.4862E+00  0.3593E+00                                               
  0.5890E+00  0.3735E+00                                               
  0.6917E+00  0.3744E+00                                               
  0.7945E+00  0.3659E+00                                               
  0.8972E+00  0.3510E+00                                               
  0.1000E+01  0.3372E+00                                               
